Date,Open,High,Low,Close,Volume,Adj Close
2014-09-29,164.67,166.19,164.37,165.03,597600,164.62
2014-09-26,165.89,166.06,163.10,165.64,838300,165.23
2014-09-25,167.13,167.44,163.85,164.92,1151100,164.51
2014-09-24,170.19,170.81,166.76,167.60,1403700,167.18
2014-09-23,169.68,170.57,169.16,170.01,955700,169.14
2014-09-22,171.88,172.59,169.29,169.84,1061700,168.97
2014-09-19,173.90,173.96,171.66,171.98,1377700,171.10
2014-09-18,172.80,173.81,172.24,172.84,567300,171.95
2014-09-17,173.10,173.39,171.62,172.78,578000,171.89
2014-09-16,171.00,172.60,170.63,172.60,732700,171.71
2014-09-15,173.46,174.01,170.76,170.99,986800,170.11
2014-09-12,172.97,174.09,172.97,173.79,920600,172.90
2014-09-11,174.14,174.98,172.88,173.27,676100,172.38
2014-09-10,173.51,174.76,173.25,174.70,733600,173.80
2014-09-09,174.31,174.47,172.92,173.52,745100,172.63
2014-09-08,172.38,173.36,172.22,172.50,426700,171.61
2014-09-05,171.66,172.99,171.06,172.90,582400,172.01
2014-09-04,169.75,173.46,169.75,172.46,1096800,171.57
2014-09-03,169.90,170.01,168.72,169.05,596400,168.18
